Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to7,Feature log2 fold change topic 3to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000168214,RBPJ,80,0.14118,162,1.33845,52,-0.8728,83,0.19836,33,-1.2204,118,0.77456
ENSG00000109689,STIM2,80,0.99548,45,0.02910,45,0.08118,18,-1.3560,41,-0.1049,30,-0.6179
ENSG00000169851,PCDH7,80,-1.3477,19,-3.4347,270,1.22972,307,0.76994,59,-1.8062,109,-0.8822
ENSG00000047365,ARAP2,836,4.12228,37,-1.8679,29,-2.9220,68,-0.9561,78,-0.7450,99,-0.3879
ENSG00000065882,TBC1D1,80,1.46499,51,0.66749,30,-0.3357,26,-0.4053,6,-2.4458,26,-0.4380
ENSG00000109790,KLHL5,80,0.21805,72,0.05399,71,0.04795,55,-0.3644,32,-1.2083,104,0.65032
ENSG00000157796,WDR19,80,0.87718,149,2.04353,36,-0.6977,21,-1.2358,20,-1.2731,21,-1.2061
ENSG00000035928,RFC1,80,1.10200,69,0.84247,33,-0.6063,13,-1.7349,32,-0.4109,56,0.49529
ENSG00000163682,RPL9,80,-3.1712,865,0.43639,649,-0.0526,672,0.02426,1044,0.75306,708,0.10862
ENSG00000163683,SMIM14,80,-0.2275,81,-0.2126,108,0.47974,96,0.05065,48,-1.0001,81,-0.2102
ENSG00000078140,UBE2K,80,-0.5286,70,-0.7416,138,0.66279,96,-0.2471,77,-0.5894,111,-0.0172
ENSG00000121892,PDS5A,80,0.43196,79,0.40047,57,-0.2161,41,-0.6189,82,0.46562,48,-0.3804
ENSG00000163697,APBB2,80,0.97877,37,-0.2921,30,-0.9404,53,0.29050,30,-0.5883,92,1.22469
ENSG00000154277,UCHL1,80,-5.0256,1021,-1.3050,3546,1.56521,2071,-0.2161,1303,-0.9346,1516,-0.7026
ENSG00000064042,LIMCH1,80,-0.4590,112,0.07370,96,-0.2921,151,0.55310,52,-1.1072,196,0.99939
ENSG00000109133,TMEM33,80,-0.6141,115,-0.0539,135,0.40563,131,0.16254,74,-0.7378,110,-0.1203
ENSG00000014824,SLC30A9,80,-0.4709,102,-0.0902,125,0.44610,108,-0.0032,110,0.02915,57,-0.9908
ENSG00000124406,ATP8A1,80,-1.6046,66,-1.9004,283,0.69995,196,-0.2411,367,0.78586,160,-0.5579
ENSG00000151806,GUF1,80,1.35093,29,-0.3264,31,-0.3678,32,-0.1638,42,0.23579,20,-0.9261
ENSG00000163285,GABRG1,854,2.26561,744,1.97060,97,-2.0141,201,-0.3169,72,-1.8723,94,-1.4676
ENSG00000151834,GABRA2,80,-0.6775,49,-1.4323,114,-0.2343,343,1.78432,121,-0.0385,76,-0.7588
ENSG00000109158,GABRA4,80,0.15063,10,-2.9005,70,-0.1103,90,0.33759,185,1.60133,14,-2.4890
ENSG00000260918,ENSG00000260918,80,-0.7278,68,-0.9813,152,0.55636,168,0.44824,125,-0.0380,76,-0.8170
ENSG00000169019,COMMD8,80,1.48013,54,0.76759,28,-0.4713,12,-1.5319,37,0.16284,12,-1.5063
ENSG00000075539,FRYL,80,1.40030,36,0.03547,22,-1.1548,17,-1.0599,17,-1.1379,93,1.67886
ENSG00000109180,OCIAD1,80,-2.1750,248,-0.4768,463,1.15251,186,-0.9154,293,-0.2123,232,-0.5801
ENSG00000145247,OCIAD2,80,0.68189,33,-0.7155,55,0.12551,21,-1.4341,80,0.68758,38,-0.5112
ENSG00000109184,DCUN1D4,80,0.25229,67,-0.0345,74,0.23579,67,-0.0326,31,-1.2005,69,0.00625
ENSG00000163069,SGCB,80,-0.1591,146,0.82376,78,-0.3366,85,-0.0726,78,-0.2030,106,0.29047
ENSG00000109189,USP46,827,2.94043,65,-1.5543,112,-1.1325,120,-0.6257,105,-0.8327,115,-0.6981
ENSG00000226950,DANCR,80,0.45149,109,0.98080,46,-0.6856,31,-1.0525,89,0.63273,65,0.11001
ENSG00000145216,FIP1L1,80,0.69658,58,0.17459,47,-0.2802,83,0.75623,22,-1.3367,44,-0.2725
ENSG00000072201,LNX1,80,1.14551,2,-3.9727,44,0.27232,28,-0.5881,61,0.65932,12,-1.8200
ENSG00000134853,PDGFRA,80,1.04194,23,-0.9266,29,-0.9813,93,1.30369,15,-1.5679,74,0.89266
ENSG00000128039,SRD5A3,80,1.19989,28,-0.5343,34,-0.3603,32,-0.3378,27,-0.5608,54,0.51072
ENSG00000134851,TMEM165,80,0.69369,65,0.33866,40,-0.6743,24,-1.1835,29,-0.9167,125,1.48330
ENSG00000134852,CLOCK,80,0.84777,27,-0.8995,46,-0.1077,61,0.38669,27,-0.9042,54,0.19626
ENSG00000090989,EXOC1,80,0.58700,72,0.40326,58,0.10751,41,-0.5003,39,-0.5729,38,-0.6090
ENSG00000128050,PAICS,80,0.62230,72,0.43699,47,-0.3975,67,0.32365,16,-1.8251,76,0.54091
ENSG00000174780,SRP72,80,-0.1496,75,-0.2473,105,0.54233,53,-0.7806,65,-0.4872,85,-0.0606
ENSG00000171476,HOPX,80,-1.8358,38,-2.9302,298,0.34370,898,2.18810,88,-1.6983,71,-2.0056
ENSG00000047315,POLR2B,857,3.19741,62,-1.5452,115,-0.9542,60,-1.5949,66,-1.4574,74,-1.2790
ENSG00000163453,IGFBP7,80,-1.6345,1113,3.03777,97,-1.9231,338,0.60785,189,-0.3296,125,-0.9712
ENSG00000150471,ADGRL3,80,-0.4912,15,-2.9977,129,0.50258,205,1.04406,82,-0.4494,71,-0.6729
ENSG00000145242,EPHA5,80,0.42022,7,-3.1438,84,1.09973,34,-0.9267,7,-3.0951,67,0.12757
ENSG00000033178,UBA6,80,0.76261,56,0.16159,48,-0.1570,25,-1.0792,37,-0.4896,68,0.48713
ENSG00000083896,YTHDC1,80,0.04051,121,0.71449,71,-0.2689,69,-0.1857,61,-0.4017,96,0.33786
ENSG00000018189,RUFY3,80,-1.7147,144,-0.8373,321,0.90754,190,-0.4104,173,-0.5551,268,0.13856
ENSG00000132463,GRSF1,80,-1.0456,276,0.93145,166,0.15233,146,-0.1219,80,-1.0489,164,0.06432
ENSG00000173542,MOB1B,80,0.50440,127,1.31026,48,-0.5380,67,0.20807,40,-0.5947,34,-0.8592
ENSG00000156136,DCK,80,0.51932,43,-0.4714,56,-0.0955,49,-0.2775,74,0.37730,55,-0.0837
ENSG00000080493,SLC4A4,80,-0.3914,70,-0.6118,53,-1.5150,428,2.67410,96,-0.1149,89,-0.2223
ENSG00000132466,ANKRD17,80,0.07993,69,-0.1582,74,-0.0812,74,-0.0482,81,0.10261,88,0.22327
ENSG00000169116,PARM1,80,0.25495,13,-2.5277,97,1.28591,19,-1.9283,70,0.04577,16,-2.2001
ENSG00000163743,RCHY1,80,0.76278,36,-0.5381,56,0.33237,38,-0.4517,33,-0.6596,36,-0.5158
ENSG00000138769,CDKL2,80,0.72159,98,1.07312,48,-0.1718,15,-1.8268,50,-0.0649,30,-0.8250
ENSG00000138757,G3BP2,80,-2.3382,159,-1.3187,560,1.56324,193,-1.0339,284,-0.4362,230,-0.7658
ENSG00000138768,USO1,80,0.29622,81,0.31589,66,-0.0334,72,0.12503,66,-0.0068,38,-0.8894
ENSG00000198301,SDAD1,80,1.27210,20,-0.9374,42,0.34633,11,-1.8271,28,-0.4377,25,-0.6139
ENSG00000138760,SCARB2,80,-0.7713,168,0.39421,122,-0.2150,114,-0.2223,75,-0.8709,269,1.20950
ENSG00000138758,SEPTIN11,80,-0.4829,159,0.61841,108,-0.0204,121,0.16835,119,0.14545,69,-0.7070
ENSG00000118816,CCNI,80,-1.4710,362,0.91674,199,-0.1371,86,-1.3666,258,0.34338,307,0.63277
ENSG00000138764,CCNG2,80,1.08313,26,-0.7488,33,-0.5974,73,0.91379,45,0.11446,29,-0.5831
ENSG00000138767,CNOT6L,80,1.45931,42,0.32371,30,-0.3679,16,-1.1344,22,-0.7035,32,-0.0777
ENSG00000169288,MRPL1,80,0.59495,24,-1.3101,63,0.38652,43,-0.4101,62,0.18268,32,-0.8604
ENSG00000138756,BMP2K,80,1.23495,118,1.97855,14,-2.1619,59,0.68719,23,-0.7965,36,-0.1051
ENSG00000163291,PAQR3,80,0.76764,75,0.65876,50,-0.0380,17,-1.6446,41,-0.3083,41,-0.3221
ENSG00000152784,PRDM8,80,1.03198,76,0.93212,42,-0.0522,53,0.33845,3,-3.6989,7,-2.6553
ENSG00000138668,HNRNPD,80,-0.7845,188,0.57443,140,0.15659,147,0.16079,77,-0.8551,135,0.03134
ENSG00000152795,HNRNPDL,80,-2.2509,434,0.33449,403,0.40712,356,0.01514,347,-0.0262,300,-0.2603
ENSG00000145293,ENOPH1,80,-0.9101,62,-1.2969,184,0.81108,135,-0.1017,77,-0.9779,168,0.25014
ENSG00000249242,TMEM150C,80,1.24704,46,0.31125,37,-0.1030,28,-0.4765,8,-2.2573,35,-0.1446
ENSG00000145284,SCD5,368,-0.6001,444,-0.3084,567,0.15116,765,0.57356,276,-1.0411,702,0.42844
ENSG00000138674,SEC31A,80,0.15718,84,0.22626,77,0.16557,67,-0.1337,54,-0.4779,58,-0.3491
ENSG00000138663,COPS4,80,-0.4042,90,-0.2157,131,0.76751,87,-0.2822,76,-0.4812,49,-1.1455
ENSG00000163319,MRPS18C,80,0.31714,68,0.04258,70,0.17478,43,-0.6482,65,-0.0159,53,-0.3485
ENSG00000163624,CDS1,80,0.21734,165,1.46535,67,-0.1181,62,-0.1837,35,-1.0779,22,-1.7408
ENSG00000163625,WDFY3,80,-0.0866,102,0.29444,78,-0.2257,91,0.12036,64,-0.4484,120,0.56680
ENSG00000109339,MAPK10,80,-1.4728,189,-0.1563,269,0.85101,211,0.01230,128,-0.7694,137,-0.6635
ENSG00000198189,HSD17B11,80,1.31732,32,-0.2058,34,-0.2301,25,-0.6076,9,-2.0130,52,0.55482
ENSG00000170502,NUDT9,80,0.39305,65,0.05613,70,0.30957,41,-0.6715,48,-0.4145,46,-0.4857
ENSG00000152583,SPARCL1,80,-4.2106,1595,0.26825,1505,0.32941,2319,0.89786,1286,-0.0799,710,-1.0029
ENSG00000118785,SPP1,80,-1.6007,330,0.60611,105,-1.7383,50,-2.2855,104,-1.2053,1190,3.29202
ENSG00000163644,PPM1K,80,-0.7030,116,-0.1346,143,0.39764,128,0.02480,116,-0.1239,103,-0.3217
ENSG00000138641,HERC3,80,0.69374,18,-1.6038,61,0.44918,21,-1.4082,62,0.26569,40,-0.4102
ENSG00000177432,NAP1L5,782,1.67876,21,-3.9063,347,0.48250,188,-0.7212,62,-2.3726,188,-0.7180
ENSG00000138640,FAM13A,80,1.08764,73,0.92908,39,-0.2152,54,0.40603,3,-3.6344,14,-1.6418
ENSG00000185477,GPRIN3,80,0.80921,5,-3.3876,62,0.74873,29,-0.7913,45,-0.1235,23,-1.1802
ENSG00000145335,SNCA,754,0.42787,178,-1.8048,790,1.09470,477,-0.3097,213,-1.5392,225,-1.4544
ENSG00000163104,SMARCAD1,80,1.58168,37,0.24900,27,-0.4486,14,-1.2328,26,-0.2876,26,-0.3084
ENSG00000163110,PDLIM5,80,0.19690,258,2.35432,24,-2.2808,132,1.04062,50,-0.5518,69,-0.0396
ENSG00000138696,BMPR1B,80,0.91413,178,2.48203,14,-2.4684,86,1.02986,11,-2.1092,37,-0.3380
ENSG00000138698,RAP1GDS1,80,-1.0478,52,-1.7026,209,0.97906,81,-1.0387,135,-0.2410,182,0.23027
ENSG00000168785,TSPAN5,80,-0.5840,95,-0.3203,154,0.96488,92,-0.3639,53,-1.2043,73,-0.7353
ENSG00000151247,EIF4E,80,-0.0146,75,-0.1230,75,-0.2110,118,0.61052,59,-0.5047,103,0.39095
ENSG00000164024,METAP1,80,1.35812,22,-0.7844,35,-0.1009,34,-0.0764,30,-0.2647,20,-0.9272
ENSG00000197894,ADH5,80,-0.7020,194,0.71709,130,0.09324,186,0.64473,69,-0.9318,78,-0.7386
ENSG00000109270,LAMTOR3,80,0.30135,71,0.11271,67,0.01334,77,0.23448,46,-0.5700,56,-0.2628
ENSG00000164031,DNAJB14,846,2.88548,54,-1.8912,142,-0.7019,109,-0.8448,91,-1.1245,61,-1.7212
ENSG00000164032,H2AZ1,80,-1.0981,160,-0.0262,192,0.51772,81,-1.0899,237,0.60995,112,-0.5859
ENSG00000138814,PPP3CA,80,-2.4658,171,-1.3419,382,-0.1885,250,-0.7671,1559,2.47075,116,-1.9223
ENSG00000109332,UBE2D3,80,-1.4391,304,0.65327,223,0.26248,206,0.01261,169,-0.3017,170,-0.2949
ENSG00000145354,CISD2,80,0.22090,47,-0.6214,79,0.36959,45,-0.7004,47,-0.6147,86,0.33124
ENSG00000164038,SLC9B2,80,1.63510,24,-0.3993,25,-0.5717,35,0.21082,17,-0.8968,29,-0.1113
ENSG00000164039,BDH2,80,0.75507,137,1.73232,26,-1.5048,78,0.71172,22,-1.2540,57,0.20340
ENSG00000168772,CXXC4,80,1.19446,50,0.39332,34,-0.3775,23,-0.7984,19,-1.1448,50,0.38973
ENSG00000138777,PPA2,80,0.57011,72,0.39555,55,-0.0775,52,-0.1376,44,-0.3886,42,-0.4683
ENSG00000145348,TBCK,80,1.44896,31,-0.1464,26,-0.6897,47,0.49878,25,-0.4962,29,-0.2657
ENSG00000164022,AIMP1,80,1.51026,54,0.79601,19,-1.3231,23,-0.5487,35,0.07108,46,0.51712
ENSG00000138801,PAPSS1,80,-0.6698,104,-0.2616,142,0.45094,117,-0.0812,111,-0.1650,107,-0.2183
ENSG00000138796,HADH,80,0.44770,110,0.99038,57,-0.1958,42,-0.5651,53,-0.2106,39,-0.7005
ENSG00000109475,RPL34,80,-3.2169,882,0.41749,615,-0.2851,706,0.05419,1232,0.98659,849,0.35388
ENSG00000198856,OSTC,80,0.86586,72,0.68802,43,-0.2921,45,-0.0722,42,-0.1759,21,-1.2339
ENSG00000164089,ETNPPL,80,-0.9952,125,-0.3112,70,-1.7430,672,2.82123,183,0.29860,114,-0.4569
ENSG00000138802,SEC24B,80,0.84954,39,-0.3165,52,0.22014,28,-0.8347,33,-0.5684,41,-0.2611
ENSG00000123739,PLA2G12A,80,0.46865,54,-0.1794,66,0.27985,34,-0.8748,59,-0.0249,44,-0.4868
ENSG00000138660,AP1AR,80,0.59843,23,-1.3644,69,0.71046,21,-1.4680,51,-0.1291,35,-0.7222
ENSG00000174720,LARP7,80,0.61940,169,1.98867,25,-1.7119,45,-0.3166,35,-0.7003,93,0.86593
ENSG00000145362,ANK2,609,0.16951,464,-0.2627,603,0.29133,512,-0.1083,456,-0.2894,422,-0.4122
ENSG00000145349,CAMK2D,80,-1.1239,43,-2.0650,229,1.15630,249,0.66700,30,-2.5506,111,-0.6353
ENSG00000174607,UGT8,80,1.33713,17,-1.1520,6,-3.4633,0,-6.4795,15,-1.2956,222,3.78815
ENSG00000164100,NDST3,80,1.31239,6,-2.7322,42,0.37541,13,-1.5415,52,0.57483,8,-2.1863
ENSG00000269893,SNHG8,80,-0.4219,143,0.50959,86,-0.5210,76,-0.5080,205,1.12374,114,0.13535
ENSG00000172403,SYNPO2,80,0.99250,141,2.07188,32,-0.8281,26,-0.7926,12,-1.9032,22,-1.0445
ENSG00000164096,C4orf3,80,-1.2353,237,0.46268,179,0.00543,236,0.45637,166,-0.1147,171,-0.0678
ENSG00000164111,ANXA5,80,0.07109,318,2.66475,24,-2.4304,84,0.14842,40,-1.0071,126,0.81609
ENSG00000138686,BBS7,80,1.00911,42,-0.0515,44,0.04288,28,-0.6837,32,-0.4843,32,-0.4607
ENSG00000138688,BLTP1,80,-0.7340,96,-0.4603,138,0.21890,150,0.24647,136,0.09188,131,0.03900
ENSG00000138685,FGF2,80,0.94318,124,1.74844,16,-2.2135,90,1.13872,17,-1.4692,63,0.54648
ENSG00000151458,ANKRD50,80,0.82338,14,-1.9105,58,0.57783,30,-0.7511,17,-1.5732,54,0.15728
ENSG00000164066,INTU,80,0.56280,165,1.87438,32,-1.3333,75,0.44540,63,0.18066,24,-1.3348
ENSG00000164070,HSPA4L,80,-0.4074,71,-0.5933,130,0.73197,85,-0.3079,47,-1.2320,106,0.03787
ENSG00000164040,PGRMC2,80,-0.0052,76,-0.0865,86,0.19452,77,-0.0697,69,-0.2500,73,-0.1545
ENSG00000077684,JADE1,80,1.20487,43,0.16175,35,-0.3017,11,-1.9265,27,-0.5683,55,0.54547
ENSG00000138650,PCDH10,2405,4.28597,80,-2.2377,122,-2.2475,29,-3.7314,295,-0.2735,92,-2.0424
ENSG00000151012,SLC7A11,80,0.07121,284,2.39524,27,-2.2331,186,1.52004,28,-1.5449,56,-0.4999
ENSG00000109390,NDUFC1,80,-1.4679,334,0.77825,227,0.25347,203,-0.0384,195,-0.1022,138,-0.6508
ENSG00000164134,NAA15,80,1.38095,42,0.26952,27,-0.7172,37,0.06291,30,-0.2745,32,-0.1481
ENSG00000145391,SETD7,80,0.92187,30,-0.6567,45,-0.0392,48,0.06770,25,-0.9125,49,0.10907
ENSG00000153130,SCOC,80,-2.2837,179,-1.0869,490,1.07336,320,-0.1938,220,-0.7738,363,0.00887
ENSG00000109436,TBC1D9,80,-0.1314,33,-1.5036,124,1.28870,23,-2.0188,43,-1.0804,73,-0.2763
ENSG00000170153,RNF150,80,0.28176,25,-1.4941,68,0.04751,50,-0.4761,153,1.39225,23,-1.6129
ENSG00000153147,SMARCA5,80,-0.4249,138,0.44526,97,-0.2228,103,-0.0249,116,0.15656,128,0.32310
ENSG00000164163,ABCE1,80,0.64698,34,-0.6987,56,0.08746,53,-0.0224,38,-0.5286,55,0.03894
ENSG00000164164,OTUD4,80,1.09915,41,-0.0134,33,-0.5752,38,-0.1256,48,0.23437,41,-0.0173
ENSG00000170365,SMAD1,80,1.37050,87,1.53153,22,-1.1369,19,-0.9581,30,-0.2752,29,-0.2969
ENSG00000151612,ZNF827,80,1.40297,39,0.17403,29,-0.4562,42,0.27721,27,-0.4170,15,-1.2573
ENSG00000151623,NR3C2,80,1.46082,26,-0.4051,35,0.07479,32,-0.0840,17,-1.0506,10,-1.8635
ENSG00000170390,DCLK2,80,-0.0359,158,1.09292,70,-0.4049,93,0.19840,71,-0.2314,66,-0.3378
ENSG00000145425,RPS3A,441,-0.5214,969,0.75321,528,-0.4074,444,-0.5102,1023,0.84692,624,0.02581
ENSG00000059691,GATB,80,1.08763,25,-0.8152,46,0.28036,44,0.09639,22,-0.9513,17,-1.3914
ENSG00000109670,FBXW7,80,-1.5140,59,-1.9670,312,1.40730,310,0.60073,61,-1.9174,77,-1.5756
ENSG00000109654,TRIM2,80,-2.0846,359,0.20818,368,0.48437,310,-0.0260,158,-1.0751,407,0.41565
ENSG00000145428,RNF175,80,0.68223,11,-2.3544,68,0.84950,24,-1.2182,51,-0.0412,22,-1.3673
ENSG00000171566,PLRG1,80,0.89599,49,0.08139,41,-0.3304,39,-0.2846,51,0.15746,40,-0.2281
ENSG00000164114,MAP9,80,-0.3546,129,0.40783,111,0.30136,51,-1.0352,81,-0.3359,108,0.11207
ENSG00000164116,GUCY1A1,80,1.32546,14,-1.4373,32,-0.3407,52,0.58470,47,0.40187,11,-1.8102
ENSG00000061918,GUCY1B1,80,-1.5536,15,-4.0034,307,1.18787,169,-0.4244,260,0.26427,149,-0.6182
ENSG00000109738,GLRB,80,-1.0554,81,-1.0317,227,1.33034,84,-0.9817,129,-0.3207,75,-1.1632
ENSG00000120251,GRIA2,80,-2.4936,94,-2.2566,594,1.31507,357,-0.2464,442,0.09402,220,-0.9907
ENSG00000164125,GASK1B,80,0.15308,238,2.11355,35,-1.6681,127,0.91541,26,-1.5662,85,0.24792
ENSG00000164124,TMEM144,80,0.10775,77,0.05290,26,-2.2253,8,-3.2035,19,-2.0814,434,3.61222
ENSG00000171497,PPID,80,0.22576,102,0.61963,70,0.02565,57,-0.3085,48,-0.5728,58,-0.2977
ENSG00000052795,FNIP2,80,0.95180,20,-1.2758,53,0.49228,48,0.09724,14,-1.7495,25,-0.8912
ENSG00000109756,RAPGEF2,80,-0.1152,63,-0.4959,103,0.57396,108,0.36305,50,-0.8401,45,-1.0100
ENSG00000168843,FSTL5,80,1.16713,39,-0.0458,33,-0.5287,41,0.03746,31,-0.3801,45,0.19343
ENSG00000109466,KLHL2,855,2.90229,37,-2.4638,119,-1.1011,72,-1.4682,258,0.51826,61,-1.7181
ENSG00000052802,MSMO1,80,-0.6150,77,-0.6675,138,0.46233,152,0.39910,65,-0.9335,124,0.07496
ENSG00000109472,CPE,206,-3.5471,3734,0.88693,2061,-0.1703,4706,1.30013,1599,-0.4968,1353,-0.7545
ENSG00000196104,SPOCK3,80,-0.9114,25,-2.6508,149,0.09437,18,-3.1165,276,1.09198,298,1.22648
ENSG00000129116,PALLD,80,1.23526,107,1.77980,11,-2.5507,65,0.87189,30,-0.3622,47,0.32475
ENSG00000145439,CBR4,80,1.26918,56,0.65676,33,-0.3527,11,-1.8414,26,-0.5907,38,0.02794
ENSG00000154447,SH3RF1,80,1.38596,29,-0.2947,33,-0.2159,20,-0.8689,27,-0.4424,34,-0.0600
ENSG00000137601,NEK1,80,1.11358,127,1.98748,22,-1.4326,44,0.09516,29,-0.5316,21,-1.0027
ENSG00000109572,CLCN3,80,-0.8720,126,-0.1737,164,0.48413,128,-0.1424,102,-0.5086,149,0.09501
ENSG00000056050,HPF1,80,0.83522,49,0.02619,47,-0.1015,40,-0.2843,44,-0.1451,36,-0.4424
ENSG00000198948,MFAP3L,80,1.08935,56,0.48442,27,-1.0636,71,0.88534,26,-0.7068,49,0.24871
ENSG00000164104,HMGB2,80,1.00595,142,2.10296,24,-1.3707,26,-0.7754,25,-0.8617,42,-0.0482
ENSG00000164106,SCRG1,80,-0.9623,240,0.78863,94,-1.1118,360,1.51599,158,0.09875,181,0.31197
ENSG00000145451,GLRA3,80,0.98359,3,-3.9899,55,0.68787,68,0.69837,10,-2.2649,9,-2.4026
ENSG00000150625,GPM6A,80,-4.1595,913,-0.5629,1664,0.81543,2203,0.87010,824,-0.7216,708,-0.9529
ENSG00000150627,WDR17,80,0.46451,46,-0.4107,62,0.09624,56,-0.1212,87,0.60877,21,-1.5864
ENSG00000129128,SPCS3,80,-0.0845,63,-0.4610,101,0.55283,52,-0.7481,63,-0.4622,84,-0.0138
ENSG00000218336,TENM3,80,0.31801,47,-0.5112,73,0.32140,93,0.56588,41,-0.7317,30,-1.1849
ENSG00000129187,DCTD,80,0.85232,51,0.09914,58,0.63796,15,-1.7027,23,-1.1173,17,-1.5710
ENSG00000168538,TRAPPC11,80,1.23851,28,-0.5156,39,0.06126,24,-0.6975,40,0.05624,16,-1.3461
ENSG00000173320,STOX2,80,-0.1150,33,-1.4671,103,0.57435,107,0.34419,37,-1.2985,89,0.05142
ENSG00000151726,ACSL1,80,0.95306,44,-0.0297,44,-0.0932,14,-1.7496,28,-0.7303,66,0.62419
ENSG00000151729,SLC25A4,80,-2.0991,168,-0.9937,425,0.99532,256,-0.3437,324,0.02834,234,-0.4830
ENSG00000164323,CFAP97,80,1.02716,128,1.91237,27,-1.1296,35,-0.3488,35,-0.3158,19,-1.2514
ENSG00000109762,SNX25,80,0.67661,23,-1.2485,70,0.96888,22,-1.3630,25,-1.1414,28,-0.9809
ENSG00000109775,UFSP2,80,1.39939,51,0.59479,28,-0.5410,13,-1.5137,40,0.20790,25,-0.5370
ENSG00000154556,SORBS2,80,-0.2203,73,-0.3758,104,0.37338,72,-0.3914,154,0.85003,22,-2.1298
ENSG00000083857,FAT1,80,1.43162,106,1.97712,10,-2.5259,70,1.18891,35,0.01251,4,-2.9443
ENSG00000109536,FRG1,80,1.00299,54,0.34122,39,-0.3191,36,-0.3081,29,-0.6267,44,0.00142
ENSG00000164366,CCDC127,80,1.46384,39,0.23654,27,-0.5421,40,0.26987,22,-0.6664,20,-0.8267
ENSG00000073578,SDHA,80,0.02716,94,0.28080,85,0.21891,91,0.22281,51,-0.6927,49,-0.7395
ENSG00000249915,PDCD6,80,-0.8157,141,0.06508,163,0.60152,120,-0.1925,86,-0.7018,110,-0.3306
ENSG00000180104,EXOC3,80,0.53839,86,0.65385,61,0.18336,37,-0.6844,38,-0.6582,29,-1.0758
ENSG00000171368,TPPP,80,-1.7436,260,0.05545,293,0.49148,246,-0.0325,157,-0.7283,299,0.28424
ENSG00000028310,BRD9,80,1.37468,43,0.30383,28,-0.5942,38,0.10092,18,-1.0498,36,-0.0025
ENSG00000049656,CLPTM1L,80,-0.1977,91,0.00601,113,0.71176,55,-0.7914,57,-0.7255,61,-0.6270
ENSG00000153395,LPCAT1,80,0.80460,54,0.13720,57,0.44466,17,-1.6262,24,-1.1135,34,-0.5944
ENSG00000171421,MRPL36,80,0.83864,74,0.70482,47,-0.0613,33,-0.6047,47,-0.0472,12,-2.0377
ENSG00000145494,NDUFS6,80,-1.2529,299,0.83483,177,-0.0559,168,-0.1103,221,0.32403,152,-0.2710
ENSG00000164151,ICE1,80,0.53318,43,-0.4514,65,0.37523,45,-0.3940,37,-0.6749,45,-0.3805
ENSG00000133398,MED10,80,0.28984,39,-0.8461,81,0.61468,39,-0.8519,34,-1.0233,72,0.11565
ENSG00000215218,UBE2QL1,80,-0.8994,16,-3.2513,228,1.96634,103,-0.5096,31,-2.3026,59,-1.3563
ENSG00000145545,SRD5A1,80,1.14201,23,-0.8610,42,0.10823,29,-0.5203,28,-0.5686,34,-0.2565
ENSG00000112941,TENT4A,80,1.46364,24,-0.5450,34,-0.0228,26,-0.4242,15,-1.2814,26,-0.3842
ENSG00000078295,ADCY2,80,-0.5241,287,1.63117,87,-0.6428,165,0.63333,42,-1.4849,108,-0.0549
ENSG00000215217,CFAP90,80,-0.1338,590,4.21166,28,-2.3918,28,-1.7297,21,-2.1289,15,-2.6203
ENSG00000124275,MTRR,80,1.71337,38,0.40298,19,-1.0557,19,-0.6721,24,-0.3477,40,0.48463
ENSG00000247516,MIR4458HG,80,1.40257,48,0.49354,28,-0.5595,14,-1.3650,53,0.68501,14,-1.3953
ENSG00000112902,SEMA5A,80,0.90952,39,-0.2551,45,-0.0536,8,-2.5144,21,-1.1869,86,1.03862
ENSG00000150753,CCT5,80,-0.9810,139,-0.1321,193,0.82030,99,-0.6616,113,-0.4495,114,-0.4474
ENSG00000164237,CMBL,80,1.01716,48,0.17482,37,-0.4074,57,0.44553,28,-0.6678,34,-0.3870
ENSG00000145495,MARCHF6,80,-1.9170,282,-0.0004,348,0.68777,278,-0.0188,159,-0.8871,279,-0.0164
ENSG00000164236,ANKRD33B,80,1.67974,0,-5.2373,27,-0.2754,21,-0.5759,39,0.41973,25,-0.2888
ENSG00000112977,DAP,80,1.24358,86,1.36652,27,-0.8358,26,-0.5781,32,-0.2579,21,-0.9150
ENSG00000169862,CTNND2,80,-1.6214,235,0.02746,248,0.21695,353,0.69601,145,-0.7303,255,0.16217
ENSG00000038382,TRIO,80,0.21398,56,-0.3510,81,0.42992,73,0.05655,45,-0.6864,44,-0.7105
ENSG00000154122,ANKH,80,-0.7982,79,-0.8169,162,0.62287,135,0.01513,69,-1.0307,163,0.31985
ENSG00000173545,ZNF622,80,1.61471,25,-0.3742,30,-0.1572,6,-2.5271,20,-0.7254,35,0.19006
ENSG00000154153,RETREG1,80,-0.0174,99,0.31851,100,0.68916,41,-1.0618,10,-3.0361,80,-0.0276
ENSG00000145555,MYO10,80,0.02489,197,1.57458,29,-2.1562,218,1.76971,52,-0.6535,99,0.37308
ENSG00000176788,BASP1,80,-3.4155,317,-1.3936,1167,1.55163,837,0.10908,253,-1.7313,501,-0.6984
ENSG00000145526,CDH18,80,0.90506,11,-2.1613,61,0.93706,29,-0.7445,15,-1.7352,24,-1.0142
